image_id,word_id
39957,933
62780,1030
09200,833
04361,1314
57134,611
19514,1734
09209,833
26834,117
26835,117
26836,117
26837,117
26839,117
21436,205
39951,933
08545,1331
19517,1734
14188,111
01252,1043
33653,1449
09580,498
14180,111
14183,111
14182,111
15850,1368
19818,1391
04099,1311
35346,564
14457,150
37987,304
37985,304
14453,150
14452,150
14451,150
53257,1940
37989,304
57829,458
17988,866
44812,1881
46596,1198
15584,1088
19813,1391
22459,1114
04164,814
06216,1321
19192,1385
31557,911
31556,911
31555,911
31554,911
31559,911
50862,170
19513,1734
27746,1774
25871,1417
37310,1828
65412,1684
55120,997
55122,997
55123,997
55126,997
06300,1635
46660,1902
61870,1992
37314,732
66045,1757
66044,1742
66047,1779
66046,1768
66040,1315
08543,1331
66049,1794
66048,1789
61874,1992
63448,800
47000,756
47001,756
47002,756
47003,756
15326,271
59204,176
59206,176
15322,271
15323,271
15321,271
59209,176
59208,176
15328,271
30979,409
65264,827
39382,1174
01962,808
39388,1845
39389,1845
57610,1968
08983,1336
30327,906
69300,1716
49890,1922
08820,831
62396,1995
18757,1729
55782,173
35292,221
35293,221
10308,1067
32966,415
39034,568
39036,568
32965,415
39032,568
39033,568
10692,1071
51806,1228
57788,249
57789,249
51803,1228
04173,483
62439,622
57782,249
57784,249
35299,221
03376,1307
33651,1449
03377,1307
55871,1954
01419,473
01418,473
56783,1249
56782,1249
56787,1249
06371,78
06373,1054
06375,1054
26800,895
43833,436
24440,400
43835,436
43834,436
43836,436
69206,18
69205,631
43508,1866
21874,11
21871,11
21870,11
54190,1946
21872,11
66020,914
21878,11
63066,346
63067,346
65549,383
65548,680
62952,1594
27793,898
65540,1
65542,202
47358,1203
65544,203
65547,1098
26067,1767
16274,1371
26062,1767
26069,1767
57255,1961
43167,69
43166,69
57252,1961
57253,1961
43169,69
43168,69
55276,606
58031,615
00963,631
20256,1739
43342,433
20257,1739
52576,592
38544,13
55277,606
66389,1512
04168,483
57369,1567
44424,747
51738,1227
57436,332
36779,301
57438,332
57439,332
53773,1551
53772,1551
53771,1551
01209,472
18569,869
04375,1627
58788,250
58787,250
58786,250
58785,250
58784,250
08303,1650
48691,1520
66006,1151
10300,1660
54124,1553
28681,1425
15325,271
13094,1681
56881,1250
13093,1681
56773,1564
58188,1018
36119,1167
44429,747
44208,948
44206,948
44203,948
44202,948
44201,948
44200,948
12855,1679
33542,219
33545,219
48557,1213
04429,484
27829,1139
27824,1139
27826,1139
27827,1139
04427,484
04426,484
04425,484
02828,479
29721,715
29720,715
39635,165
39632,165
07678,1059
57928,1015
07677,1059
07676,1059
02826,479
53642,776
08626,1332
65926,406
23050,537
54004,1552
15139,1364
44524,1877
65923,713
53265,1545
31767,42
39553,1840
39557,1840
39555,1840
43729,946
37647,1830
03519,1049
37648,1830
12877,506
12876,506
12874,506
12873,506
12872,506
12871,506
45762,437
12879,506
10611,1662
09740,1066
62393,1995
42540,1482
40560,1469
41563,1854
31491,910
31496,910
50324,978
52104,1231
09319,834
50321,978
28091,1777
07815,264
07811,264
07810,264
66541,1548
66542,776
66543,776
53646,776
66546,990
06140,1320
22636,397
22635,397
27441,1136
09640,835
09742,1066
59039,1260
26526,157
26527,157
26524,157
26525,157
09311,497
11420,1667
24741,1125
24746,1125
57415,1011
53264,1545
57925,1015
44538,1497
28675,1425
54845,1951
15957,1707
46165,1898
66385,1905
01880,1297
59037,1260
26298,708
57922,1015
13656,672
13657,672
13659,672
17400,865
26295,708
26296,708
26297,708
07765,1325
07767,1325
07766,1325
10144,500
47480,1908
31233,1792
14057,1358
07769,1325
19748,1390
57923,1015
65040,807
65043,18
32260,65
32261,65
32263,65
55663,607
55661,607
46300,439
17379,864
17378,864
30595,1788
56317,329
56314,329
56312,329
56313,329
11424,1667
57351,1962
29641,904
32759,1804
31691,1796
23902,1120
30257,1145
28590,900
23907,1120
63841,627
27213,12
27217,12
27216,12
65950,216
27214,12
65229,362
51140,322
10149,81
65959,556
60052,791
60058,1582
60059,1582
53463,1547
25509,1416
00689,1285
39080,1839
49675,1524
36343,420
36342,420
09308,497
50456,1526
32478,913
42379,1481
56971,1008
62234,1590
35804,1454
49931,1217
08970,1655
66733,1991
04325,1313
58805,462
56779,1249
08514,1652
03800,1619
58807,462
33407,1447
10688,1071
10689,1071
10682,1663
10680,1663
10686,1071
10687,1071
40050,1178
16972,274
16976,274
57354,1962
52147,1232
17083,36
52144,1232
17085,36
17084,36
17087,36
17086,36
02711,478
53544,597
53545,597
53546,597
53547,597
53548,597
42994,944
33316,722
45640,1893
56471,1007
54302,993
22996,536
22994,536
22993,536
65774,1404
33398,723
33395,723
33393,723
33392,723
41312,230
41311,230
41316,230
41317,230
04304,1625
41315,230
11997,1671
65887,1132
56775,1564
26852,710
26853,710
26856,710
26854,710
08135,828
08689,145
08130,828
08132,828
66149,927
02091,809
43382,1188
33314,722
55114,1241
45448,1195
52997,1543
55117,997
17325,113
13135,196
13134,196
13137,196
13136,196
52992,1543
15835,675
09087,832
52993,1543
13138,196
32575,1803
45449,1195
52046,1535
52047,1535
08352,662
08355,662
10679,1663
24120,1408
33312,722
28463,215
28465,215
28464,215
28466,215
28469,215
52515,447
20334,879
20337,879
20336,879
38019,737
17968,1722
27452,897
62106,101
62107,101
62100,101
62101,101
62102,101
62103,101
49737,975
59992,1978
66684,1978
66683,619
66681,1023
66680,1023
53067,594
53120,1936
40533,1850
53066,594
56772,1564
49888,1922
53064,594
08445,1062
35933,1819
35932,1819
61135,1984
35935,1819
40532,1850
66061,1994
66060,1983
66067,559
66065,415
65081,1301
66069,218
65082,1302
27020,1772
27850,1423
16982,1375
07372,363
07373,363
47060,1511
07371,363
60968,1982
07375,363
36632,925
27279,711
59229,1262
59228,1262
15302,1086
16986,1375
50845,445
50841,445
62690,624
50849,170
57492,1252
62692,624
17302,1097
34705,1162
34701,1162
34703,1162
34702,1162
19622,1104
23275,883
54780,1557
62492,1996
47034,1510
57371,1567
23277,883
61952,1993
23276,883
52874,1542
47030,1510
19261,62
19260,62
19264,62
55859,456
19269,62
08624,1332
47482,1908
12296,847
01436,350
01434,350
01433,350
12079,1080
12076,1080
06429,492
06428,492
06359,78
01438,350
69225,77
69226,358
69221,141
33377,1156
47039,1200
08442,1062
47038,1200
65841,1763
09521,1065
43814,1190
30710,908
43810,1190
21853,394
21852,394
21855,394
21854,394
46734,125
46737,125
46731,125
46733,125
46732,125
61222,1986
46779,1509
32283,413
25350,1764
26089,1129
26568,286
69418,311
26083,1129
26082,1129
11476,1076
57236,1010
57237,1010
11470,1076
57238,1010
57239,1010
48710,972
04050,1620
22003,1749
58016,1016
58014,1016
58013,1016
47847,1208
52554,244
52555,244
52556,244
52557,244
52551,244
52552,244
56248,1005
38265,1829
49094,1918
66763,1033
66343,955
66068,1445
62821,1272
58909,1258
58908,1258
22274,534
62357,799
62356,799
13043,1081
47806,1911
64212,16
64213,16
64210,16
64211,16
62824,1272
64218,16
64219,16
08448,663
36139,1822
47803,1911
02429,1612
44779,1499
44778,1499
12416,1348
27823,1139
44776,1499
24194,1759
41507,313
41506,313
27596,403
27591,403
27592,403
27593,403
41509,313
41508,313
21841,1746
59768,466
21360,1397
59764,466
59765,466
21363,1397
44487,1876
44486,1876
65438,1697
44488,1876
00868,1287
57901,1572
21496,1111
37087,302
37086,302
37085,302
01157,1042
62398,1995
33701,917
11819,669
37089,302
15157,377
15159,377
15158,377
50364,1525
48166,1209
61948,1993
33379,1156
24680,1124
26591,1420
59502,177
59503,177
59500,177
59506,177
03493,1308
33002,1806
03491,1308
37886,90
37884,90
37883,90
37882,90
37881,90
57397,1963
40467,570
58824,1576
44956,1193
40464,570
44953,1193
17582,678
44951,1193
20339,879
39287,1843
39285,1843
65316,1065
20922,1108
47279,1513
47905,968
47904,968
47906,968
47901,968
23642,399
47903,968
47902,968
06160,822
06163,822
06165,822
47661,237
07861,1648
42675,1186
58678,336
07973,79
13619,1356
00851,1601
42677,1186
15547,856
42671,1186
10605,1341
66220,1465
14952,1699
57393,1963
59353,1580
46592,1198
66407,1517
00856,1286
63701,1596
14175,111
18495,278
57774,1013
14177,111
14953,1699
57392,1963
66255,934
51306,1927
11268,195
19705,875
11262,195
11261,195
11260,195
11267,195
19706,875
65022,1042
61070,339
65020,1605
23239,1404
65024,472
65025,1043
65029,76
16544,1712
37347,928
40531,1850
47032,1510
19743,1390
61563,1983
65933,1783
55313,455
25695,114
51160,1530
10453,370
51165,1530
45665,1895
11285,1665
11284,1665
65798,207
10450,370
65978,1790
65979,1148
27273,212
27275,711
27274,711
65797,207
43596,1488
01598,1294
43595,1488
28263,1140
53644,776
61561,1983
43598,1488
57948,14
28261,1140
57949,14
14131,1359
28260,1140
21993,1749
53648,776
42428,431
32695,720
19746,1390
42425,431
42424,431
42423,431
66256,1470
29281,1426
00858,1286
22485,1115
61442,1268
69475,1535
39845,1176
10337,1068
39847,428
39849,428
39848,428
30675,719
10339,1068
16406,380
16407,380
16404,380
16405,380
16955,1715
16958,1715
44628,952
56767,1563
16409,380
61921,340
61920,340
61924,340
51796,1930
31152,217
55806,1000
53218,1544
53216,245
08985,1336
53210,245
53212,245
21442,205
05638,32
05634,32
05637,32
05636,32
05631,32
05630,32
05633,32
05632,32
53247,989
55808,1000
22978,1753
22975,1753
22974,1753
31442,1439
10583,501
09249,368
41998,940
09538,108
09532,108
09533,108
08119,661
53241,989
44019,1871
08111,1327
53240,989
44541,1497
08114,1327
10589,668
05989,1632
05988,1632
37042,730
22492,396
05987,1632
13160,83
65925,1782
37040,730
15810,674
15811,674
15813,674
15815,674
45747,962
12005,1672
66595,1967
44626,952
12000,1671
58594,175
58592,175
58593,175
58591,175
45746,962
51106,769
62168,15
62169,15
20315,1392
51107,769
62163,15
62160,15
51104,769
62164,15
51102,769
51103,769
49783,1921
66669,789
66665,251
66664,337
66667,464
66661,463
66663,1262
66505,1539
45669,1895
13109,1682
32859,915
14105,1689
08373,188
08372,188
08370,188
45743,962
53160,988
08379,188
23200,1117
66008,43
02181,634
47731,1207
66001,1443
66000,119
66002,159
66007,43
27042,287
27043,287
48810,127
27046,287
38048,1460
59249,337
59248,337
15369,272
52105,1231
66116,1818
15362,272
15363,272
15361,272
15366,272
30937,408
15364,272
15365,272
25351,1764
30679,719
66114,923
50826,1222
50827,1222
31049,909
50828,1222
17910,680
66444,978
32891,721
66447,1219
07228,655
19464,685
32547,914
27408,551
19462,685
01987,18
01986,18
50023,977
01988,18
39070,1838
39071,1838
39072,1838
39076,1839
39077,1839
26959,1131
25353,1764
00690,1285
45932,1897
11089,1073
27406,551
19203,1386
19202,1386
32097,1798
19204,1386
27407,551
58626,1257
20513,1741
11088,1073
24895,890
06409,651
27595,403
69242,493
69243,658
69240,654
69241,0
13751,852
69244,364
69245,187
26315,549
26314,549
26317,549
26313,549
40011,742
65518,1097
08166,1061
21839,1746
21838,1746
49079,586
49078,586
65589,683
65588,683
21833,882
03605,643
49077,586
21836,882
57349,1962
27151,550
56297,610
56296,610
56295,610
56298,610
27748,1774
11498,1077
22512,1400
11499,1077
27801,898
44566,951
57744,1571
14313,853
17436,382
17430,382
17431,382
17433,382
29468,1783
38859,309
38858,309
38588,226
13320,508
13323,56
38587,226
38586,226
38857,309
03131,181
36733,300
36736,300
36734,300
36735,300
36738,300
07127,1640
21281,281
49176,96
22514,1400
66221,1842
09186,189
09185,189
09182,189
09181,189
09180,189
17456,1379
02951,638
62372,799
09188,189
09259,1657
66384,1200
46658,1902
42215,1479
44716,1880
39984,741
39985,741
39986,741
49380,319
49383,319
42652,432
49384,319
42651,432
48032,969
41070,938
59741,1264
41079,1473
41078,1473
10474,192
53667,1238
00377,1284
00376,1284
53668,1238
08588,367
24649,64
29279,1426
29278,1426
60948,794
24648,64
40636,934
48558,1213
08587,367
14803,199
58295,335
58294,335
58296,335
18526,521
18524,521
18523,521
18522,521
37062,927
04345,355
30239,292
30235,292
30234,292
30231,292
30230,292
30233,292
30232,292
41350,744
28036,404
39511,740
39510,740
05846,1319
05847,1319
05844,1319
05845,1319
11862,1344
22803,206
05848,1319
05849,1319
22191,1750
31239,1792
22416,1113
28038,404
34008,163
34002,163
30053,718
10397,369
34004,163
34005,163
50363,1525
22774,1752
03448,1048
03449,1048
03118,181
03119,181
03445,182
19760,527
03441,182
58435,1019
58434,1019
66270,313
66271,314
58430,1019
24258,1122
37784,303
66279,941
58439,1019
24250,1122
28588,900
65360,1342
28582,900
19761,527
28586,900
65363,82
28584,900
28585,900
03765,1618
17964,1721
51826,1929
19766,527
19845,686
31186,1437
65494,861
31181,1437
31182,1437
31183,1437
42565,1184
42567,1184
22412,1113
04537,1316
42560,1183
35607,923
13695,57
13696,57
13697,57
31981,1151
66732,1586
13698,57
13699,57
35609,923
11200,194
11203,194
66490,1229
20868,1395
52185,1933
32953,88
32950,88
32954,88
36830,222
07721,1647
16561,1096
12824,1678
32959,88
46574,1900
42569,1184
27789,898
65009,51
19842,686
12225,505
04531,1316
22362,1751
61058,339
61057,339
65002,180
65003,180
65004,1040
65006,1600
36782,301
25321,39
25323,39
25322,39
25325,39
25326,39
25329,39
36780,301
22411,1113
37346,928
23947,207
23946,207
47095,1905
60912,793
35198,1451
23948,207
63278,1994
51185,323
51180,323
51181,323
04533,1316
65918,405
65919,1425
22094,154
22095,154
65912,1141
65913,215
22098,154
15708,857
34088,918
14653,1697
04532,1316
12300,847
02238,256
32377,120
19695,526
19692,526
51981,1931
02230,256
02231,256
02233,256
32379,120
16161,1089
42403,942
42401,942
42400,942
42407,942
56356,1958
56357,1958
56354,1958
15701,1704
17336,113
17330,113
57552,1965
10648,1070
10310,1067
10311,1067
10315,1067
10641,371
37267,1170
16428,860
16429,860
63763,349
63760,349
56254,1005
61947,1993
08773,1653
52181,1933
13246,849
20801,531
53279,97
24527,1757
53273,97
53270,97
53271,97
53274,97
53275,97
37473,566
37470,566
37471,566
49248,241
49245,241
49246,241
49247,241
05617,818
05616,818
56975,1008
17596,275
17595,275
17594,275
22953,63
22952,63
14103,1689
09518,1065
22955,63
22954,63
66657,1259
05476,185
05473,185
05472,185
05471,185
05470,185
53157,988
44526,1877
05479,185
54589,780
54588,780
14162,1360
11995,1671
11994,1671
58600,175
62499,102
65764,1754
18944,1731
00839,804
38267,1829
13179,373
13173,373
13172,373
13175,373
13174,373
13177,373
65760,1403
18311,277
33241,1446
18315,277
11199,194
11198,194
65762,1116
18649,1727
29386,716
62145,1588
62146,1588
62148,1588
63276,1994
62638,469
62639,469
20379,529
20378,529
20370,390
20373,390
27417,551
65768,1117
08174,1061
66399,1207
66398,237
66649,1575
11866,1344
66643,459
66390,966
66393,440
66640,99
66395,1909
66394,1515
66397,1206
66644,73
50365,1525
45218,1887
04708,140
04709,140
07706,1646
15695,1704
28743,901
47572,1909
60358,1980
23771,85
23774,85
23775,85
23776,85
12421,1348
15430,512
46663,1902
30919,1436
26016,1418
43367,1487
12586,671
06652,361
27173,402
48997,1521
32569,1803
26698,709
48996,1521
32563,1802
19193,1385
69317,1110
19194,1385
19197,1385
59954,619
46429,582
06649,361
46428,582
34742,45
34746,45
08823,831
35295,221
08827,1335
35291,221
39099,310
35298,221
39093,310
39090,310
39091,310
24443,400
51340,590
66025,161
66024,121
24447,400
66022,1802
04163,814
62098,101
22194,1750
65614,1383
65617,1727
09917,267
05556,817
09918,267
05557,817
09919,267
22130,38
22133,395
22132,395
22135,395
22134,395
69269,82
52798,1237
43727,946
43726,946
69260,834
69261,108
69262,265
69264,266
69266,1340
52796,1237
24046,1758
38181,426
52797,1237
48573,1915
04169,483
10252,1659
24596,1413
66039,1281
57764,613
57765,613
57762,613
57763,613
57768,613
19226,1103
11438,1075
11439,1075
19223,1103
11436,1075
11437,1075
19229,1103
52510,447
52512,447
38871,1837
17458,1379
55747,783
52049,1535
65410,509
57570,1966
36248,418
36249,418
55289,998
36244,418
36245,418
36242,418
36243,418
36241,924
46775,1509
46776,1509
24869,700
24868,700
20142,528
20143,528
62829,1033
20141,528
20146,528
20147,528
20145,528
20149,528
53252,1940
55668,607
33767,1157
45512,751
44739,953
44738,953
44737,953
44735,953
44734,953
44733,953
12164,1674
12161,1674
05280,262
05285,262
42672,1186
42673,1186
59723,1263
62394,1995
59727,1263
59724,1263
59725,1263
59729,1263
27883,899
27880,899
57940,14
57941,14
57942,14
57943,14
10109,191
57947,14
10105,191
10104,191
10107,191
10106,191
48311,1913
10102,191
22121,38
06477,19
06474,19
37043,730
37590,164
54264,778
37046,730
30219,1432
43733,946
23042,537
14656,1697
30217,1432
55664,607
23043,537
37008,1458
26935,1771
26931,1771
42746,745
43368,1487
26932,1771
42747,745
01265,1608
01158,1042
28267,1140
59002,1974
24274,1410
40638,934
24271,1410
03420,641
50341,765
03425,641
66258,1851
28033,404
09198,833
28034,404
28035,404
14755,151
14756,151
14757,151
14750,151
14751,151
14752,151
14753,151
27492,1773
09631,1338
19457,685
20925,1108
45993,438
35191,1451
35190,1451
13623,1356
09326,834
09637,835
33376,1156
09636,835
18109,1099
66418,762
32579,1803
38269,1829
62593,623
30304,1786
31306,1793
12755,1677
35377,728
31300,1793
37490,1171
46659,1902
35378,728
28420,1424
14477,375
48489,970
51348,128
48995,1521
52291,985
32972,415
19054,1102
51345,128
51346,128
51347,128
54347,1239
61702,1990
61701,1990
61700,1990
60159,1583
21694,393
50472,1925
25651,546
00951,1602
30301,1786
23434,1755
60730,1584
65282,144
65932,716
65281,1329
65286,494
65284,367
65285,494
65938,1427
65939,1143
65289,495
51430,1917
55977,1001
55976,1001
14569,855
16198,112
16194,112
16195,112
16191,112
16192,112
16193,112
06075,360
31572,1150
41708,1856
56370,1561
56371,1561
56372,1561
56373,1561
18069,1724
57531,174
57530,174
57535,174
57534,174
61967,796
65427,111
65422,270
65420,1686
65421,270
16443,273
16440,273
16441,273
40343,1849
16444,273
61968,796
54825,453
12758,1677
56003,1002
12759,1677
44402,1496
54536,1555
64088,50
64087,50
64086,50
64085,50
64084,50
66411,1211
63832,627
63831,627
63837,627
63836,627
49732,975
21488,1111
21489,1111
22930,1403
43839,436
15297,1086
37397,735
21370,1398
21371,1398
21376,1398
12826,1678
09572,498
09573,498
09576,498
09574,498
12820,1678
53070,594
53073,594
32754,1804
33486,162
58620,1257
18487,278
18488,278
17711,1
17710,1
17713,1
17712,1
66309,1488
13157,83
13156,83
13155,83
51105,769
53448,775
08627,1332
13158,83
10590,668
36050,298
10596,668
36056,298
10598,668
10599,1341
15650,1367
36400,1823
62776,1030
41095,1474
52073,1536
16804,861
33267,23
33266,23
33269,23
33268,23
45907,754
27436,1136
27434,1136
62618,1031
62619,1031
41480,1181
41481,1181
62614,1031
53443,775
38071,738
35931,1455
30682,719
19857,1735
53444,775
44500,748
44050,575
44051,575
53447,775
02610,1045
03638,482
45451,1195
03635,482
03634,482
08621,494
40021,742
02619,810
47557,1515
47554,1515
47555,1515
12990,1355
12994,1355
14647,1696
04723,140
61966,796
51719,1532
59910,618
65425,1688
09220,1337
48022,969
03093,1616
03092,1616
03090,1616
03096,1616
26741,40
66043,1726
18482,1382
60161,1583
44172,1872
61969,796
55323,1952
66629,1017
66628,1573
46930,1903
65429,853
65076,478
44177,1873
08179,1328
55326,1952
35937,1819
08849,496
08841,496
08843,496
08842,496
08844,496
08846,496
07394,34
07397,34
07390,34
07391,34
07392,34
07393,34
02124,1282
07398,34
07399,34
